Kanji,Kun,On,Arti,Kata 1,Kata 2,Kata 3,URL,Peringkat frekuensi
才,,サイ,"jenius, tahun, shaku kubik","才能【さいのう】bakat, kemampuan",,,https://kanjikana.com/id/kanji/才?jlpt=3,1497
草,"くさ, くさ-, -ぐさ",ソウ,"rumput, gulma, ramuan, padang rumput, tulis, draf",草履【ぞうり】sandal jepit tradisional Jepang,"草【くさ】rumput, gulma, ramuan, atap alang-alang, ninja, ...",,https://kanjikana.com/id/kanji/草?jlpt=3,967
到,いた.る,トウ,"kedatangan, lanjutkan, mencapai, mengakibatkan",到着【とうちゃく】kedatangan,,,https://kanjikana.com/id/kanji/到?jlpt=3,1032
誤,"あやま.る, -あやま.る",ゴ,"kesalahan, berbuat salah, menyesatkan",誤解【ごかい】kesalahpahaman,"誤り【あやまり】kesalahan, selip, serangga",,https://kanjikana.com/id/kanji/誤?jlpt=3,1150
歯,"よわい, は, よわ.い, よわい.する",シ,"gigi, roda gigi","歯車【はぐるま】peralatan, roda gigi, roda gigi (dalam organisasi, perusahaan, dll.), roda gigi dalam mesin","歯磨き【はみがき】menyikat gigi, menggosok gigi, pasta gigi, bedak gigi","虫歯【むしば】rongga, kerusakan gigi, gigi berlubang, karies gigi",https://kanjikana.com/id/kanji/歯?jlpt=3,1106
慣,"な.れる, な.らす",カン,"terbiasa, menjadi berpengalaman","見慣れる【みなれる】menjadi terbiasa melihat, mengenal","慣れる【なれる】terbiasa, terbiasa dengan, mengenal dengan baik, menjadi terampil dalam, menjadi berpengalaman dalam, ...","習慣【しゅうかん】kebiasaan, adat istiadat, latihan, konvensi",https://kanjikana.com/id/kanji/慣?jlpt=3,1177
祖,,ソ,"nenek moyang, pelopor, pendiri","先祖【せんぞ】leluhur, nenek moyang wanita",祖先【そせん】leluhur,祖母【そぼ】nenek,https://kanjikana.com/id/kanji/祖?jlpt=3,1226
忙,"いそが.しい, せわ.しい, おそ.れる, うれえるさま","ボウ, モウ","sibuk, ditempati, gelisah","忙しい【いそがしい】sibuk, ditempati, gelisah, terburu-buru",,,https://kanjikana.com/id/kanji/忙?jlpt=3,1475
耳,みみ,ジ,telinga,"耳【みみ】telinga, pendengaran, tepi, kerak, tumit, ...",,,https://kanjikana.com/id/kanji/耳?jlpt=3,1328
勤,"つと.める, -づと.め, つと.まる, いそ.しむ","キン, ゴン","ketekunan, mendapatkan pekerjaan, melayani",通勤【つうきん】pergi ke tempat kerja,"勤め【つとめ】layanan, tugas, bisnis, tanggung jawab, tugas, ...","勤める【つとめる】bekerja (untuk), dipekerjakan (di), melayani (di), berfungsi (sebagai), bertindak (sebagai), ...",https://kanjikana.com/id/kanji/勤?jlpt=3,830
列,,"レツ, レ","berkas, baris, peringkat, tingkat, kolom","列島【れっとう】kepulauan, rantai pulau-pulau","行列【ぎょうれつ】garis, antrian, prosesi, parade, matriks","列車【れっしゃ】kereta, kereta api",https://kanjikana.com/id/kanji/列?jlpt=3,927
恥,"は.じる, はじ, は.じらう, は.ずかしい",チ,"malu, kehinaan","恥ずかしい【はずかしい】memalukan, malu, dihumiliasi",,,https://kanjikana.com/id/kanji/恥?jlpt=3,1575
賛,"たす.ける, たた.える",サン,"setujui, pujian, judul atau tulisan pada gambar, membantu, setuju dengan","賛成【さんせい】persetujuan, perjanjian, dukungan, kebaikan",,,https://kanjikana.com/id/kanji/賛?jlpt=3,868
箱,はこ,ソウ,"kotak, dada, kasus, wadah, gerbong kereta","箱【はこ】kotak, kasus, dada, paket, bungkus, ...",,,https://kanjikana.com/id/kanji/箱?jlpt=3,1357
晩,,バン,"senja, malam","晩【ばん】malam, makan malam, penghitung malam",毎晩【まいばん】setiap malam,今晩【こんばん】malam ini,https://kanjikana.com/id/kanji/晩?jlpt=3,1424
窓,"まど, てんまど, けむだし","ソウ, ス","jendela, roti panggang","窓口【まどぐち】konter, jendela, jendela kasir, loket tiket, orang kontak, ...",窓【まど】jendela,,https://kanjikana.com/id/kanji/窓?jlpt=3,1186
靴,くつ,カ,sepatu,"靴【くつ】sepatu, sepatu bot, alas kaki","靴下【くつした】kaus kaki, kaus kaki panjang, stoking",,https://kanjikana.com/id/kanji/靴?jlpt=3,1561
頂,"いただ.く, いただき",チョウ,"tempatkan di kepala, menerima, puncak kepala, atas, puncak","頂点【ちょうてん】titik puncak, puncak, puncak (dari suatu profesi, bidang, dll.), tinggi (misalnya kemakmuran), zenit, ...","頂く【いただく】menerima, mendapatkan, mengambil, membeli, makan, ...","頂戴【ちょうだい】menerima, mendapatkan, diberikan, makan, minum, ...",https://kanjikana.com/id/kanji/頂?jlpt=3,1350
偉,えら.い,イ,"dapat dikagumi, kebesaran, luar biasa, sombong, terkenal","偉い【えらい】hebat, luar biasa, terkemuka, penting, dirayakan, ...","偉大【いだい】hebat, besar, mengagumkan, luar biasa, perkasa",,https://kanjikana.com/id/kanji/偉?jlpt=3,1639
寒,さむ.い,カン,dingin,"寒い【さむい】dingin, tidak menarik (khususnya lelucon), membosankan, tumpul, lemah, ...",,,https://kanjikana.com/id/kanji/寒?jlpt=3,1456
猫,ねこ,ビョウ,kucing,"猫【ねこ】kucing (terutama kucing domestik, Felis catus), shamisen, geisha, gerobak dorong, pemanas tempat tidur dari tanah liat, ...",,,https://kanjikana.com/id/kanji/猫?jlpt=3,1702
泳,およ.ぐ,エイ,berenang,泳ぎ【およぎ】berenang,水泳【すいえい】berenang,"泳ぐ【およぐ】berenang, berjuang melalui (kerumunan), mencari jalan di dunia, berkembang dalam kehidupan, bergoyang, ...",https://kanjikana.com/id/kanji/泳?jlpt=3,1223
貧,まず.しい,"ヒン, ビン","kemiskinan, miskin","貧しい【まずしい】miskin, membutuhkan, kurang (secara kuantitas dan kualitas), sedikit, minim, ...",,,https://kanjikana.com/id/kanji/貧?jlpt=3,1211
易,"やさ.しい, やす.い","エキ, イ","mudah, siap untuk, sederhana, ramalan nasib, peramalan","容易【ようい】mudah, sederhana, datar","貿易【ぼうえき】perdagangan (asing), perdagangan internasional, impor dan ekspor","易しい【やさしい】mudah, polos, sederhana",https://kanjikana.com/id/kanji/易?jlpt=3,571
煙,"けむ.る, けむり, けむ.い",エン,asap,"煙突【えんとつ】cerobong asap, cerobong (kapal), pipa cerobong, membawa penumpang tanpa menghidupkan argo",煙【けむり】asap,"禁煙【きんえん】berhenti merokok, berhenti merokok, larangan merokok, Dilarang Merokok, Dilarang Merokok",https://kanjikana.com/id/kanji/煙?jlpt=3,1290
偶,たま,グウ,"secara tidak sengaja, bilangan genap, pasangan, suami & istri, jenis yang sama",偶数【ぐうすう】bilangan genap,"偶然【ぐうぜん】kebetulan, kesempatan, kecelakaan, secara kebetulan, secara tak terduga, ...",,https://kanjikana.com/id/kanji/偶?jlpt=3,1602
幾,"いく-, いく.つ, いく.ら",キ,"berapa banyak, seberapa jauh, berapa lama, beberapa","幾分【いくぶん】agak, sampai batas tertentu, beberapa, bagian, porsi","幾つ【いくつ】berapa banyak, berapa umur","幾ら【いくら】berapa banyak, sesuatu yang berakhir, dan sesuatu, -ganjil, bagaimanapun juga, ...",https://kanjikana.com/id/kanji/幾?jlpt=3,1725
